"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-05 19:00","2024","12","05","19:00","-4.8","","-6.4","","88","","0.0","","","","0","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-05 20:00","2024","12","05","20:00","-6.4","","-8.0","","88","","0.0","","","","0","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-05 21:00","2024","12","05","21:00","-5.1","","-6.4","","91","","0.0","","22","","5","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-05 22:00","2024","12","05","22:00","0.1","","-2.3","","84","","0.0","","25","","19","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-05 23:00","2024","12","05","23:00","-4.6","","-6.6","","86","","0.0","","5","","7","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 00:00","2024","12","06","00:00","-1.4","","-2.7","","91","","0.0","","21","","5","","","","","","","","-3","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 01:00","2024","12","06","01:00","-0.4","","-3.1","","82","","0.0","","21","","10","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 02:00","2024","12","06","02:00","0.6","","-2.0","","82","","0.0","","27","","24","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 03:00","2024","12","06","03:00","-3.9","","-5.1","","92","","0.0","","18","","6","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 04:00","2024","12","06","04:00","-4.2","","-5.8","","88","","0.0","","19","","7","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 05:00","2024","12","06","05:00","-3.5","","-4.6","","92","","0.0","","20","","14","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 06:00","2024","12","06","06:00","-3.1","","-4.4","","91","","0.0","","27","","6","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 07:00","2024","12","06","07:00","-1.9","","-4.0","","86","","0.0","","25","","8","","","","","","","","-5","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 08:00","2024","12","06","08:00","-5.5","","-6.1","","95","","0.0","","","","0","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 09:00","2024","12","06","09:00","-4.7","","-6.3","","88","","0.0","","18","","7","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 10:00","2024","12","06","10:00","-2.8","","-5.5","","81","","0.0","","14","","7","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 11:00","2024","12","06","11:00","-2.6","","-5.4","","82","","0.0","","20","","12","","","","","","","","-7","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 12:00","2024","12","06","12:00","-1.0","","-4.5","","78","","0.0","","19","","5","","","","","","","","-3","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 13:00","2024","12","06","13:00","-0.5","","-3.3","","81","","0.0","","19","","11","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 14:00","2024","12","06","14:00","1.0","","-3.0","","75","","0.0","","12","","3","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 15:00","2024","12","06","15:00","1.0","","-2.8","","76","","0.0","","18","","5","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 16:00","2024","12","06","16:00","0.4","","-2.2","","83","","0.0","","22","","9","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 17:00","2024","12","06","17:00","0.3","","-2.4","","82","","0.0","","33","","6","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 18:00","2024","12","06","18:00","0.9","","-2.2","","80","","0.0","","27","","24","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 19:00","2024","12","06","19:00","0.8","","-2.5","","79","","0.0","","36","","4","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 20:00","2024","12","06","20:00","-0.2","","-2.9","","82","","0.0","","1","","7","","","","","","","","-3","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 21:00","2024","12","06","21:00","-0.2","","-2.8","","83","","0.0","","24","","11","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 22:00","2024","12","06","22:00","0.9","","-2.1","","80","","0.0","","29","","9","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-06 23:00","2024","12","06","23:00","2.0","","-1.6","","77","","0.0","","25","","14","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 00:00","2024","12","07","00:00","-1.2","","-3.4","","85","","0.0","","16","","8","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 01:00","2024","12","07","01:00","-1.2","","-3.5","","84","","0.0","","27","","3","","","","","","","","-2","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 02:00","2024","12","07","02:00","-2.9","","-5.0","","85","","0.0","","1","","5","","","","","","","","-5","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 03:00","2024","12","07","03:00","-5.6","","-6.3","","95","","0.0","","34","","7","","","","","","","","-9","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 04:00","2024","12","07","04:00","-3.8","","-4.5","","95","","0.0","","27","","11","","","","","","","","-8","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 05:00","2024","12","07","05:00","0.1","","-2.3","","84","","0.0","","31","","13","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 06:00","2024","12","07","06:00","-0.9","","-2.6","","88","","0.0","","33","","16","","","","","","","","-6","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 07:00","2024","12","07","07:00","-0.5","","-2.5","","86","","0.0","","32","","12","","","","","","","","-4","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 08:00","2024","12","07","08:00","1.6","","-2.4","","74","","0.0","","32","","12","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 09:00","2024","12","07","09:00","2.4","","-2.3","","71","","0.0","","35","","3","","","","","","","","","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 10:00","2024","12","07","10:00","-0.1","","-3.0","","81","","0.0","","21","","3","","","","","","","","-1","","NA"
"-110.32","51.07","ACADIA VALLEY","3020035","2024-12-07 11:00","2024","12","07","11:00","0.7","","-1.8","","83","","0.0","","18","","6","","","","","","","","","","NA"
